cell_id,latitude,longitude,solar_score,specific_yield_kwh_kwp,reference_yield_800w_kwh,reference_energy_value_eur,sample_bucket,sample_grid_m,pvgis_version
CRS3035RES100mN3097200E4116300,50.9499504,7.0869697,43,716.9,573.5,136.5,E4116000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4121900,50.9636029,7.1658947,43,714.9,571.9,136.12,E4121000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099500E4105800,50.9667508,6.9363037,57,743.6,594.9,141.59,E4105000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099700E4098500,50.9657525,6.8323474,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099900E4098500,50.9675484,6.8322248,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3100500E4105900,50.9757685,6.9371335,57,743.8,595.1,141.62,E4105000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3102500E4107600,50.9943660,6.9601434,54,736.6,589.3,140.25,E4107000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3103000E4117800,51.0025752,7.1050524,41,712.4,569.9,135.64,E4117000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3105700E4113200,51.0251679,7.0380165,45,722.1,577.7,137.49,E4113000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3106000E4107500,51.0257589,6.9566568,48,729.2,583.3,138.83,E4107000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3109900E4105300,51.0599532,6.9229964,55,739.8,591.8,140.85,E4105000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3110200E4104700,51.0624199,6.9142649,55,739.9,591.9,140.88,E4104000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110500E4101300,51.0638143,6.8656208,58,744.5,595.6,141.75,E4101000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3111300E4111800,51.0749466,7.0148348,47,724.2,579.4,137.89,E4111000N3111000,1000,PVGIS 5.3
CRS3035RES100mN3112600E4095300,51.0803273,6.7787886,68,757.7,606.1,144.26,E4095000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3085200E4100500,50.8363207,6.8695719,76,768.2,614.6,146.27,E4100000N3085000,1000,PVGIS 5.3
CRS3035RES100mN3090000E4101900,50.8799612,6.8865498,72,761.4,609.1,144.96,E4101000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3091500E4102900,50.8938127,6.8998502,73,762.3,609.8,145.14,E4102000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091500E4111000,50.8968398,7.0148938,61,746.3,597.0,142.09,E4111000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091600E4111800,50.8980307,7.0261995,61,746.3,597.0,142.09,E4111000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091700E4103100,50.8956848,6.9025711,66,752.8,602.2,143.34,E4103000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091800E4106500,50.8978663,6.9508024,63,748.6,598.9,142.54,E4106000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3092300E4105900,50.9021314,6.9419851,63,748.7,598.9,142.54,E4105000N3092000,1000,PVGIS 5.3
CRS3035RES100mN3093400E4096400,50.9083617,6.8063701,69,758.7,607.0,144.46,E4096000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4097100,50.9176153,6.8156992,70,759.6,607.7,144.63,E4097000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094500E4116700,50.9258447,7.0941751,52,732.2,585.7,139.41,E4116000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4110200,50.9324681,7.0012146,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4096500,50.9281556,6.8064336,70,759.6,607.7,144.63,E4096000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4114400,50.9375923,7.0606902,52,732.4,585.9,139.45,E4114000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4099200,50.9372900,6.8442576,71,760.2,608.2,144.75,E4099000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4098800,50.9389307,6.8384494,68,756.4,605.1,144.01,E4098000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096800E4094000,50.9379443,6.7701556,73,762.3,609.8,145.14,E4094000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4098300,50.9405322,6.8312192,68,756.4,605.1,144.01,E4098000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4119200,50.9554715,7.1279321,41,712.4,570.0,135.65,E4119000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4104300,50.9536123,6.9158025,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4102300,50.9582389,6.8870008,67,753.6,602.9,143.49,E4102000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4108400,50.9641314,6.9735226,54,735.9,588.7,140.12,E4108000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099300E4115200,50.9684155,7.0701374,43,717.3,573.8,136.57,E4115000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099700E4095100,50.9644193,6.7839886,76,767.3,613.9,146.1,E4095000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3100300E4120100,50.9791395,7.1392935,41,712.9,570.3,135.73,E4120000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100500E4107300,50.9762936,6.9570519,54,736.1,588.9,140.16,E4107000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100800E4120200,50.9836653,7.1404397,41,712.9,570.3,135.73,E4120000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100900E4120200,50.9845634,7.1403843,41,712.9,570.3,135.73,E4120000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3103800E4116200,51.0091884,7.0818218,41,712.5,570.0,135.66,E4116000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3104300E4118600,51.0145345,7.1157154,39,709.0,567.2,134.99,E4118000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3106000E4113500,51.0279712,7.0421174,45,722.7,578.2,137.61,E4113000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3106900E4113900,51.0361989,7.0472998,45,722.7,578.2,137.61,E4113000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3107400E4112900,51.0403254,7.0327656,46,723.0,578.4,137.66,E4112000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3107600E4114400,51.0426665,7.0540232,42,713.4,570.7,135.83,E4114000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3107800E4110500,51.0430374,6.9983386,49,729.7,583.8,138.94,E4110000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3108000E4110400,51.0447965,6.9967973,49,729.9,583.9,138.97,E4110000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3110100E4100700,51.0599912,6.8573125,58,744.5,595.6,141.75,E4100000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110200E4114200,51.0659435,7.0496854,38,706.1,564.9,134.44,E4114000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110400E4104800,51.0642538,6.9155706,55,739.9,591.9,140.88,E4104000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110500E4100500,51.0635056,6.8542178,58,744.5,595.6,141.75,E4100000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110500E4100800,51.0636215,6.8584939,58,744.5,595.6,141.75,E4100000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110500E4104100,51.0648860,6.9055325,55,739.9,591.9,140.88,E4104000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110700E4101500,51.0656872,6.8683500,58,744.5,595.6,141.75,E4101000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3112000E4113600,51.0818904,7.0400977,47,724.3,579.4,137.9,E4113000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3112000E4118400,51.0836163,7.1085511,37,704.7,563.8,134.18,E4118000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3112400E4109100,51.0838277,6.9756921,51,731.9,585.5,139.36,E4109000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3113500E4099200,51.0899392,6.8338444,65,751.6,601.3,143.1,E4099000N3113000,1000,PVGIS 5.3
CRS3035RES100mN3085400E4102700,50.8389582,6.9006585,77,768.8,615.0,146.37,E4102000N3085000,1000,PVGIS 5.3
CRS3035RES100mN3086900E4115500,50.8571592,7.0814044,52,733.6,586.8,139.67,E4115000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3087700E4117400,50.8650221,7.1079236,55,738.9,591.1,140.68,E4117000N3087000,1000,PVGIS 5.3
CRS3035RES100mN3087900E4113700,50.8654921,7.0552911,52,733.7,587.0,139.7,E4113000N3087000,1000,PVGIS 5.3
CRS3035RES100mN3087900E4117200,50.8667472,7.1049730,55,738.9,591.1,140.68,E4117000N3087000,1000,PVGIS 5.3
CRS3035RES100mN3088100E4117300,50.8685790,7.1062809,55,739.1,591.3,140.72,E4117000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088300E4117300,50.8703753,7.1061692,55,739.1,591.3,140.72,E4117000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088500E4100100,50.8658003,6.8619024,70,760.0,608.0,144.7,E4100000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088700E4111500,50.8718769,7.0236045,60,745.6,596.5,141.96,E4111000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088800E4100000,50.8684557,6.8603014,70,760.0,608.0,144.7,E4100000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088800E4113800,50.8736111,7.0561995,52,733.9,587.1,139.73,E4113000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088800E4113900,50.8736473,7.0576192,52,733.9,587.1,139.73,E4113000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3089300E4100900,50.8732920,6.8727745,68,756.4,605.1,144.02,E4100000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3089400E4115700,50.8796836,7.0828364,53,734.2,587.4,139.79,E4115000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3090200E4099400,50.8807957,6.8509346,73,762.0,609.6,145.09,E4099000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090200E4101000,50.8814123,6.8736512,72,761.4,609.1,144.96,E4101000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090400E4109200,50.8862984,6.9899666,62,748.2,598.6,142.46,E4109000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090400E4114800,50.8883414,7.0694919,53,734.3,587.5,139.82,E4114000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090500E4101000,50.8841062,6.8734702,72,761.4,609.1,144.96,E4101000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090500E4114700,50.8892035,7.0680152,53,734.3,587.5,139.82,E4114000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090600E4109900,50.8883529,6.9997911,62,748.2,598.6,142.46,E4109000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090600E4115800,50.8904967,7.0835809,53,734.4,587.5,139.83,E4115000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3091400E4115700,50.8976457,7.0817100,53,734.6,587.6,139.86,E4115000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091500E4111300,50.8969497,7.0191549,61,746.3,597.0,142.09,E4111000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091700E4114100,50.8997643,7.0588129,53,734.5,587.6,139.86,E4114000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091900E4120200,50.9037318,7.1453564,46,722.8,578.2,137.62,E4120000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3092400E4105400,50.9028414,6.9348235,63,748.7,598.9,142.54,E4105000N3092000,1000,PVGIS 5.3
CRS3035RES100mN3093000E4106000,50.9084551,6.9429923,63,748.9,599.1,142.58,E4106000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093100E4105000,50.9089767,6.9287263,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093100E4105400,50.9091275,6.9344091,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093100E4106000,50.9093531,6.9429333,63,748.9,599.1,142.58,E4106000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093100E4108100,50.9101378,6.9727686,59,744.9,596.0,141.84,E4108000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093200E4105500,50.9100632,6.9357706,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093200E4107200,50.9107005,6.9599232,59,745.0,596.0,141.84,E4107000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093600E4104200,50.9131644,6.9170631,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093600E4105800,50.9137681,6.9397963,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093700E4105000,50.9143648,6.9283703,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093800E4096200,50.9118750,6.8032820,69,758.7,607.0,144.46,E4096000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093800E4097500,50.9123840,6.8217511,69,759.4,607.5,144.59,E4097000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093900E4109200,50.9177302,6.9879316,59,744.9,595.9,141.82,E4109000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094000E4103300,50.9164149,6.9040367,63,749.2,599.4,142.65,E4103000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094000E4104000,50.9166807,6.9139831,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094000E4104700,50.9169456,6.9239295,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094000E4107200,50.9178847,6.9594534,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094100E4105900,50.9182958,6.9409217,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094100E4106800,50.9186332,6.9537106,59,745.2,596.2,141.89,E4106000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4102600,50.9197402,6.8938505,72,761.0,608.8,144.88,E4102000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094600E4103500,50.9218789,6.9065200,63,749.2,599.4,142.65,E4103000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094600E4104600,50.9222958,6.9221518,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4103900,50.9229287,6.9121446,63,749.2,599.4,142.65,E4103000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4105800,50.9236463,6.9391459,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4103300,50.9235988,6.9035582,63,749.2,599.4,142.65,E4103000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4105700,50.9245067,6.9376656,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4105800,50.9245443,6.9390868,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094900E4105100,50.9251787,6.9290793,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095000E4108600,50.9273863,6.9787636,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4106700,50.9275760,6.9517007,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4109700,50.9286916,6.9943397,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4114200,50.9303354,7.0583018,52,732.4,585.9,139.45,E4114000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4104100,50.9283926,6.9146291,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4106800,50.9294095,6.9530042,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4109700,50.9304876,6.9942235,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4110200,50.9306720,7.0013305,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4113000,50.9316966,7.0411305,58,744.7,595.8,141.79,E4113000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4103700,50.9291388,6.9088843,63,749.3,599.4,142.66,E4103000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4104000,50.9292527,6.9131482,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4104400,50.9294042,6.9188334,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4114400,50.9331019,7.0609743,52,732.4,585.9,139.45,E4114000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4099900,50.9285813,6.8548160,73,761.5,609.2,144.99,E4099000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4106000,50.9309056,6.9415154,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4107200,50.9313552,6.9585719,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4112200,50.9332014,7.0296441,59,744.8,595.8,141.8,E4112000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4106600,50.9329267,6.9499257,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4108500,50.9336355,6.9769333,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4111900,50.9348880,7.0252646,59,744.8,595.8,141.8,E4111000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4100300,50.9314296,6.8603190,73,761.5,609.2,144.98,E4100000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4104500,50.9330341,6.9200166,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4108800,50.9346448,6.9811394,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4109600,50.9349409,6.9925115,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4110900,50.9354198,7.0109915,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4104800,50.9340455,6.9242214,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4108500,50.9363296,6.9767580,60,745.6,596.5,141.96,E4108000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4109800,50.9368109,6.9952384,60,745.6,596.5,141.97,E4109000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4109900,50.9368478,6.9966600,60,745.6,596.5,141.97,E4109000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4110900,50.9372159,7.0108759,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4098200,50.9342076,6.8302265,68,756.4,605.1,144.01,E4098000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4110900,50.9390120,7.0107604,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4113500,50.9399608,7.0477242,59,745.0,596.0,141.85,E4113000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4108500,50.9390237,6.9765827,60,745.6,596.5,141.96,E4108000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4105900,50.9389501,6.9395616,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4116100,50.9426941,7.0845767,51,731.7,585.4,139.32,E4116000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4094600,50.9354883,6.7788712,73,762.3,609.8,145.14,E4094000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4103900,50.9390927,6.9110701,64,749.5,599.6,142.71,E4103000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096600E4102500,50.9394577,6.8911079,72,761.3,609.1,144.96,E4102000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096600E4115400,50.9442391,7.0745109,52,733.0,586.4,139.56,E4115000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4102000,50.9401646,6.8839397,72,761.3,609.1,144.96,E4102000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096800E4103900,50.9417867,6.9108910,64,749.5,599.6,142.71,E4103000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096800E4106200,50.9426549,6.9435901,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4110900,50.9452984,7.0103558,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4111600,50.9455550,7.0203088,59,745.0,596.0,141.84,E4111000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4115900,50.9471129,7.0814509,52,733.0,586.4,139.56,E4115000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097000E4105500,50.9441876,6.9335195,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097000E4106300,50.9444885,6.9448937,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097100E4094200,50.9407174,6.7728113,74,763.8,611.0,145.43,E4094000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097100E4101500,50.9435648,6.8765902,69,758.9,607.1,144.49,E4101000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097200E4106000,50.9461718,6.9405101,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097300E4109600,50.9484116,6.9916392,54,735.6,588.5,140.06,E4109000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4106500,50.9481555,6.9475012,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4107200,50.9484176,6.9574545,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4105400,50.9495380,6.9317418,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4098700,50.9478714,6.8364162,71,760.5,608.4,144.79,E4098000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4105500,50.9504737,6.9331044,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4109500,50.9519668,6.9899844,54,735.6,588.5,140.06,E4109000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4107300,50.9520471,6.9586412,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4109800,50.9529757,6.9941924,54,735.6,588.5,140.06,E4109000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4110700,50.9533073,7.0069912,49,729.6,583.7,138.92,E4110000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4103700,50.9515887,6.9073899,64,749.8,599.8,142.76,E4103000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4104300,50.9518163,6.9159218,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4104900,50.9529413,6.9243942,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4108000,50.9541042,6.9684781,54,735.7,588.5,140.07,E4108000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4117600,50.9575990,7.1050086,41,712.7,570.1,135.69,E4117000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4107200,50.9547038,6.9570426,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4120300,50.9594511,7.1433559,40,711.3,569.0,135.42,E4120000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098200E4106800,50.9554521,6.9512952,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098200E4111200,50.9570832,7.0138706,49,729.8,583.8,138.95,E4111000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098300E4104100,50.9553325,6.9128390,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4103300,50.9568245,6.9013424,57,743.4,594.7,141.55,E4103000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4102300,50.9573409,6.8870610,67,753.6,602.9,143.49,E4102000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4109900,50.9601969,6.9951495,54,735.8,588.6,140.09,E4109000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4110800,50.9605285,7.0079503,49,729.9,583.9,138.97,E4110000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4105100,50.9593029,6.9268222,57,743.4,594.7,141.54,E4105000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4108800,50.9606878,6.9794459,54,735.7,588.5,140.07,E4108000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4118300,50.9641343,7.1145739,41,712.7,570.1,135.69,E4118000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4107700,50.9611766,6.9637420,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4118300,50.9650325,7.1145181,41,712.7,570.1,135.69,E4118000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4120100,50.9656677,7.1401238,40,711.3,569.0,135.42,E4120000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4102600,50.9601495,6.8911470,67,753.6,602.9,143.49,E4102000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4108000,50.9621865,6.9679503,54,735.7,588.5,140.07,E4108000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4114400,50.9645347,7.0589843,43,717.0,573.6,136.53,E4114000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4114600,50.9646069,7.0618292,43,717.0,573.6,136.53,E4114000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4107300,50.9628233,6.9579351,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4101600,50.9615627,6.8768040,67,754.2,603.3,143.6,E4101000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4103200,50.9621743,6.8995604,57,743.7,594.9,141.59,E4103000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4107600,50.9638334,6.9621434,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4108700,50.9642428,6.9777898,54,735.9,588.7,140.12,E4108000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4108900,50.9643171,6.9806346,54,735.9,588.7,140.12,E4108000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4110800,50.9650187,7.0076608,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4101600,50.9624606,6.8767436,67,754.2,603.3,143.6,E4101000N3099000,1000,PVGIS 5.3
