cell_id,latitude,longitude,solar_score,specific_yield_kwh_kwp,reference_yield_800w_kwh,reference_energy_value_eur,sample_bucket,sample_grid_m,pvgis_version
CRS3035RES100mN3097300E4107100,50.9474822,6.9560915,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094900E4107400,50.9260417,6.9617670,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4108200,50.9344220,6.9726104,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4104800,50.9493115,6.9232102,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4110300,50.9432816,7.0019406,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4107200,50.9627859,6.9565127,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4109900,50.9314595,6.9970083,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4105800,50.9308304,6.9386727,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4105800,50.9398105,6.9380808,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4107000,50.9483428,6.9546107,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4107300,50.9242083,6.9604633,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4105700,50.9289968,6.9373697,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4109800,50.9332187,6.9954707,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097200E4105900,50.9461342,6.9390882,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4106700,50.9599047,6.9495781,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104400,50.9482622,6.9175822,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4111400,50.9320109,7.0183298,59,744.8,595.8,141.8,E4111000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4106600,50.9589692,6.9482149,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3096600E4110300,50.9423835,7.0019986,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3098300E4104500,50.9554841,6.9185274,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4106800,50.9635342,6.9507644,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4108400,50.9353944,6.9753949,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4107100,50.9537683,6.9556794,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3094100E4107400,50.9188574,6.9622366,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095200E4106600,50.9284366,6.9502205,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3099800E4110900,50.9713418,7.0086781,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099400E4107000,50.9663032,6.9534323,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4104700,50.9232316,6.9235135,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4107300,50.9278004,6.9602283,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4105700,50.9298948,6.9373105,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4110300,50.9405874,7.0021145,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104800,50.9484135,6.9232697,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4110700,50.9524093,7.0070491,49,729.6,583.7,138.92,E4110000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4108300,50.9362553,6.9739149,60,745.6,596.5,141.96,E4108000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4106000,50.9371917,6.9411015,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3094500E4107200,50.9223749,6.9591596,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4105100,50.9503229,6.9274166,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4107200,50.9250690,6.9589833,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4106600,50.9634593,6.9479196,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4104400,50.9473642,6.9176418,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3099800E4111000,50.9713785,7.0101008,49,730.0,584.0,139.0,E4111000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4108300,50.9353572,6.9739734,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104300,50.9482243,6.9161603,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4104400,50.9204242,6.9194287,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094200E4107300,50.9197181,6.9607569,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094300E4104200,50.9194504,6.9166462,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4107200,50.9277631,6.9588070,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4106400,50.9579962,6.9454295,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4104200,50.9526764,6.9144401,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099400E4106100,50.9659656,6.9406303,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4104700,50.9492737,6.9217883,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4104800,50.9520055,6.9230317,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4106600,50.9598672,6.9481558,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3095200E4106800,50.9285115,6.9530630,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097300E4106800,50.9473699,6.9518258,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3093500E4104600,50.9124177,6.9228058,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4105800,50.9290344,6.9387910,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4110700,50.9452249,7.0075121,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4107100,50.9546664,6.9556205,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4104000,50.9561925,6.9113571,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4106200,50.9246945,6.9447715,59,745.2,596.2,141.89,E4106000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4108400,50.9344963,6.9754534,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4106000,50.9344976,6.9412789,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4106000,50.9389877,6.9409833,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4103200,50.9406226,6.9009992,64,749.5,599.6,142.71,E4103000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4109900,50.9332556,6.9968922,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4106900,50.9518975,6.9529531,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3095000E4107000,50.9267903,6.9560233,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4104300,50.9203863,6.9180077,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094900E4107200,50.9259670,6.9589246,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4106300,50.9274261,6.9460156,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096800E4103100,50.9414826,6.8995176,64,749.5,599.6,142.71,E4103000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4106000,50.9380897,6.9410424,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4104400,50.9491602,6.9175226,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4107200,50.9609899,6.9566305,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4107200,50.9241709,6.9590421,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4106500,50.9319912,6.9485633,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4107100,50.9492782,6.9559737,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3093600E4105100,50.9135045,6.9298505,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4106900,50.9213647,6.9549551,59,745.2,596.2,141.89,E4106000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4110000,50.9359866,6.9981396,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4105600,50.9370412,6.9354153,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3093100E4107900,50.9100634,6.9699271,59,745.0,596.0,141.84,E4107000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3099600E4107000,50.9680992,6.9533144,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4104800,50.9502095,6.9231507,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094500E4104900,50.9215112,6.9264745,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094800E4104900,50.9242052,6.9262963,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4106400,50.9328518,6.9470829,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4108300,50.9344592,6.9740319,60,745.5,596.4,141.94,E4108000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4107200,50.9529077,6.9571603,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098200E4110900,50.9569730,7.0096040,49,729.9,583.9,138.97,E4110000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4106500,50.9580337,6.9468517,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4110100,50.9602707,6.9979941,49,729.9,583.9,138.97,E4110000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099900E4110900,50.9722398,7.0086202,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099300E4106900,50.9653677,6.9520688,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4106700,50.9608027,6.9495191,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4103900,50.9292147,6.9117269,63,749.3,599.4,142.66,E4103000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4104700,50.9501717,6.9217288,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094600E4104800,50.9223714,6.9249940,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095100E4106400,50.9274636,6.9474369,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4105600,50.9397353,6.9352376,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4107200,50.9493156,6.9573957,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098300E4107300,50.9565372,6.9583470,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098600E4106300,50.9588567,6.9439482,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4106900,50.9608776,6.9523636,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4105100,50.9494249,6.9274760,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4105000,50.9206509,6.9279549,63,749.2,599.3,142.64,E4105000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4104700,50.9331097,6.9228594,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4106300,50.9346103,6.9455433,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4110000,50.9305983,6.9984877,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3094500E4104700,50.9214356,6.9236324,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4111800,50.9635894,7.0220007,49,729.8,583.8,138.95,E4111000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4106700,50.9625988,6.9494010,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3094400E4104800,50.9205754,6.9251128,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3093900E4104600,50.9160098,6.9225680,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093900E4104700,50.9160476,6.9239889,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094000E4104500,50.9168700,6.9210877,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094300E4104000,50.9193747,6.9138042,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094900E4106900,50.9258549,6.9546609,59,745.2,596.2,141.89,E4106000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4110100,50.9369215,6.9995032,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097000E4104100,50.9436586,6.9136150,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4105000,50.9484891,6.9261135,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4110400,50.9514008,7.0028408,49,729.6,583.7,138.92,E4110000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4104600,50.9501339,6.9203069,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4103300,50.9559265,6.9014024,57,743.4,594.7,141.55,E4103000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099300E4106800,50.9653303,6.9506464,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3100000E4107900,50.9720275,6.9658822,54,736.1,588.9,140.16,E4107000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100900E4106800,50.9796985,6.9497020,57,743.9,595.1,141.63,E4106000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3095200E4106700,50.9284741,6.9516417,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4104700,50.9519677,6.9216097,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3095400E4110100,50.9315333,6.9998511,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4105000,50.9493871,6.9260541,56,741.3,593.0,141.14,E4105000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3092700E4106100,50.9057986,6.9445900,63,748.7,598.9,142.55,E4106000N3092000,1000,PVGIS 5.3
CRS3035RES100mN3095000E4107400,50.9269397,6.9617083,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095300E4105900,50.9290720,6.9402123,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4105500,50.9343095,6.9341716,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4111400,50.9365012,7.0180416,59,744.8,595.8,141.8,E4111000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4106800,50.9482680,6.9517669,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4107100,50.9519723,6.9557971,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4106900,50.9527955,6.9528942,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4107100,50.9528703,6.9557382,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4107100,50.9609525,6.9552082,54,735.7,588.6,140.08,E4107000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4107300,50.9637213,6.9578762,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4110200,50.9621037,6.9993003,49,729.9,583.9,138.97,E4110000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098900E4111100,50.9633328,7.0120438,49,729.8,583.8,138.95,E4111000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4111000,50.9641942,7.0105636,49,730.0,584.0,139.0,E4111000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4104800,50.9232694,6.9249346,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4106300,50.9328142,6.9456614,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104600,50.9483379,6.9204260,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4107200,50.9645820,6.9563950,54,735.9,588.7,140.12,E4107000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3101100E4107700,50.9818311,6.9623902,54,736.4,589.1,140.21,E4107000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3094700E4110800,50.9255044,7.0102057,58,744.6,595.7,141.77,E4110000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4103000,50.9594042,6.8968960,57,743.4,594.7,141.55,E4103000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4106600,50.9643573,6.9478606,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4108300,50.9380513,6.9737979,60,745.6,596.5,141.96,E4108000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3093200E4106100,50.9102887,6.9442950,63,748.9,599.1,142.58,E4106000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094200E4107200,50.9196808,6.9593359,59,745.2,596.2,141.89,E4107000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095200E4106300,50.9283241,6.9459566,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095200E4110000,50.9297003,6.9985457,58,744.7,595.8,141.79,E4110000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4105500,50.9316155,6.9343493,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095700E4105400,50.9324759,6.9328687,63,749.3,599.4,142.66,E4105000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4110200,50.9396525,7.0007508,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4111000,50.9408448,7.0120665,59,745.0,596.0,141.84,E4111000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4106300,50.9417944,6.9450709,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104900,50.9484513,6.9246916,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4105200,50.9539526,6.9286009,57,743.4,594.7,141.54,E4105000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099400E4106900,50.9662657,6.9520098,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099500E4108700,50.9678350,6.9775559,54,735.9,588.7,140.12,E4108000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099500E4110600,50.9685373,7.0045841,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4110300,50.9450777,7.0018247,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097200E4106900,50.9465094,6.9533066,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3093700E4104700,50.9142515,6.9241078,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093800E4104700,50.9151496,6.9240484,63,748.9,599.2,142.6,E4104000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094500E4104500,50.9213600,6.9207902,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3096100E4108400,50.9371905,6.9752780,60,745.6,596.5,141.96,E4108000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096700E4110900,50.9435022,7.0104714,59,745.0,596.0,141.84,E4110000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4104700,50.9483757,6.9218479,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4110300,50.9657327,7.0004906,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3109800E4111000,51.0611821,7.0043006,46,723.9,579.1,137.82,E4111000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4106100,50.9372292,6.9425231,62,748.2,598.5,142.45,E4106000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4104900,50.9475533,6.9247511,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4104700,50.9591517,6.9211333,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4106900,50.9599796,6.9524226,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3100200E4115300,50.9765342,7.0710498,44,717.5,574.0,136.62,E4115000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3093400E4105900,50.9120096,6.9413353,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093700E4105100,50.9144025,6.9297912,63,748.9,599.2,142.6,E4105000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3094300E4104300,50.9194883,6.9180672,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094300E4104900,50.9197151,6.9265933,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094300E4106800,50.9204293,6.9535929,59,745.2,596.2,141.89,E4106000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094600E4103400,50.9218409,6.9050989,63,749.2,599.4,142.65,E4103000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3094600E4104200,50.9221445,6.9164675,63,749.1,599.3,142.64,E4104000N3094000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4104100,50.9301886,6.9145098,63,749.2,599.4,142.66,E4104000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095500E4109900,50.9323576,6.9969502,60,745.4,596.3,141.93,E4109000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095600E4106400,50.9319537,6.9471419,63,749.3,599.4,142.66,E4106000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3095900E4111500,50.9365378,7.0194632,59,744.8,595.8,141.8,E4111000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096000E4111500,50.9374359,7.0194056,59,745.0,596.0,141.84,E4111000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096100E4105400,50.9360679,6.9326315,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4105500,50.9396976,6.9338159,63,749.5,599.6,142.7,E4105000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096500E4111000,50.9417429,7.0120087,59,745.0,596.0,141.84,E4111000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4104200,50.9472884,6.9147981,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4110300,50.9513640,7.0014188,49,729.6,583.7,138.92,E4110000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4106800,50.9536561,6.9514132,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098300E4110200,50.9576135,6.9995906,49,729.9,583.9,138.97,E4110000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4104100,50.9562305,6.9127793,57,743.4,594.7,141.54,E4104000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099100E4111000,50.9650922,7.0105057,49,730.0,584.0,139.0,E4111000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4110400,50.9657696,7.0019130,49,730.1,584.0,139.0,E4110000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3095000E4107100,50.9268277,6.9574446,60,745.3,596.2,141.91,E4107000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096900E4103100,50.9423805,6.8994577,64,749.5,599.6,142.71,E4103000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097300E4104600,50.9465419,6.9205451,64,749.8,599.8,142.76,E4104000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097300E4106900,50.9474074,6.9532477,64,749.7,599.8,142.74,E4106000N3097000,1000,PVGIS 5.3
