cell_id,latitude,longitude,building_count,total_footprint_m2,avg_footprint_m2,coverage_ratio,building_fit,source
CRS3035RES100mN3111300E4112700,51.0752760,7.0276673,36,2615.3,72.6,0.2615,0.8362,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100300E4117400,50.9781842,7.1008740,20,2022.1,101.1,0.2022,0.8362,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3086200E4107900,50.8480983,6.9739587,43,2785.2,64.8,0.2785,0.8361,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096100E4104400,50.9356902,6.9184164,12,3648.6,304.1,0.3649,0.8361,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094800E4104000,50.9238647,6.9135060,27,6704.2,248.3,0.6704,0.8361,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3105400E4116000,51.0234859,7.0780681,34,2558.5,75.2,0.2558,0.8361,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3086100E4108100,50.8472745,6.9768547,34,2558.3,75.2,0.2558,0.8361,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100200E4099000,50.9704366,6.8391534,40,2716.1,67.9,0.2716,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107400E4113900,51.0406892,7.0470135,34,2557.7,75.2,0.2558,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087300E4107100,50.8576790,6.9619636,22,2109.0,95.9,0.2109,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088400E4115300,50.8705591,7.0777207,29,2396.5,82.6,0.2397,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087500E4106700,50.8593256,6.9561697,36,2613.9,72.6,0.2614,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3093400E4116000,50.9157153,7.0848456,28,2360.5,84.3,0.2361,0.8360,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097400E4104400,50.9473642,6.9176418,91,5181.8,56.9,0.5182,0.8359,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106800E4112000,51.0346083,7.0202894,39,2691.3,69.0,0.2691,0.8359,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3089800E4114200,50.8827366,7.0613113,36,2613.4,72.6,0.2613,0.8359,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101500E4101000,50.9828832,6.8668156,37,2640.4,71.4,0.2640,0.8359,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107700E4114200,51.0434921,7.0511163,34,2556.6,75.2,0.2557,0.8359,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092700E4107700,50.9063968,6.9673199,48,2884.0,60.1,0.2884,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098200E4120600,50.9604544,7.1475678,22,2108.1,95.8,0.2108,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100000E4105600,50.9711655,6.9331620,24,2199.0,91.6,0.2199,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092700E4104200,50.9050824,6.9175990,22,2108.0,95.8,0.2108,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096000E4099800,50.9330325,6.8530907,39,2690.8,69.0,0.2691,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090300E4100700,50.8821950,6.8693314,36,2612.7,72.6,0.2613,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090900E4114300,50.8926517,7.0621076,24,2198.8,91.6,0.2199,0.8358,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096000E4103500,50.9344508,6.9056829,18,2016.3,112.0,0.2016,0.8357,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102800E4119600,51.0014164,7.1307899,38,2664.6,70.1,0.2665,0.8357,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099200E4095600,50.9601270,6.7914104,19,2016.1,106.1,0.2016,0.8357,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3104700E4097300,51.0101806,6.8121946,36,2612.2,72.6,0.2612,0.8357,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095800E4103800,50.9327688,6.9100667,19,2016.5,106.1,0.2017,0.8357,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106300E4116100,51.0316045,7.0789828,25,2240.7,89.6,0.2241,0.8356,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3085300E4100500,50.8372187,6.8695116,50,2918.8,58.4,0.2919,0.8356,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096300E4114300,50.9411485,7.0590411,64,3125.3,48.8,0.3125,0.8355,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107400E4110400,51.0394084,6.9971468,32,2493.6,77.9,0.2494,0.8355,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099700E4107300,50.9691094,6.9575230,28,2356.8,84.2,0.2357,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101200E4106200,50.9821673,6.9409872,23,2152.1,93.6,0.2152,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3105600E4113200,51.0242698,7.0380739,30,2427.6,80.9,0.2428,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100500E4094800,50.9714839,6.7792232,36,2610.2,72.5,0.2610,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096300E4107000,50.9384646,6.9552583,28,6715.4,239.8,0.6715,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102800E4103400,50.9954758,6.9001857,43,2780.3,64.7,0.2780,0.8354,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3108800E4100300,51.0481634,6.8524056,45,2821.8,62.7,0.2822,0.8353,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098200E4117900,50.9595019,7.1091636,19,2011.6,105.9,0.2012,0.8353,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3085400E4102600,50.8389202,6.8992400,27,2317.7,85.8,0.2318,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102400E4106100,50.9929057,6.9388531,30,2426.2,80.9,0.2426,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099400E4103100,50.9648302,6.8979581,79,3280.9,41.5,0.3281,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100600E4113400,50.9794396,7.0437872,60,3070.7,51.2,0.3071,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087500E4106900,50.8594004,6.9590081,61,3083.9,50.6,0.3084,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090000E4113900,50.8844244,7.0569378,30,6719.7,224.0,0.6720,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3103900E4096600,51.0027226,6.8027243,35,2580.6,73.7,0.2581,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101200E4094600,50.9776901,6.7759414,43,2779.1,64.6,0.2779,0.8352,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088800E4100500,50.8686483,6.8673985,53,2965.8,56.0,0.2966,0.8351,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099400E4115100,50.9692776,7.0686581,51,2932.7,57.5,0.2933,0.8351,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102700E4097100,50.9921438,6.8105831,75,3242.8,43.2,0.3243,0.8351,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097300E4097800,50.9439291,6.8238657,32,2490.6,77.8,0.2491,0.8351,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099300E4120300,50.9702286,7.1426925,42,2756.2,65.6,0.2756,0.8351,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094500E4115400,50.9253792,7.0756982,36,2607.6,72.4,0.2608,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110100E4105200,51.0617114,6.9214516,30,2424.6,80.8,0.2425,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094100E4104000,50.9175787,6.9139235,14,3094.8,221.1,0.3095,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3084600E4110600,50.8347261,7.0131899,62,3095.5,49.9,0.3096,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097200E4113500,50.9489416,7.0471533,23,2149.9,93.5,0.2150,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087800E4112900,50.8643041,7.0439926,40,2709.5,67.7,0.2709,0.8350,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094600E4116300,50.9265999,7.0884336,30,2424.1,80.8,0.2424,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099200E4098900,50.9614183,6.8383427,22,2103.0,95.6,0.2103,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097800E4117500,50.9557673,7.1036983,41,2732.0,66.6,0.2732,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3104000E4096400,51.0035419,6.7998154,30,2424.1,80.8,0.2424,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099600E4104100,50.9670064,6.9120624,12,3635.9,303.0,0.3636,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3104500E4118500,51.0162952,7.1141795,43,2777.0,64.6,0.2777,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3105700E4110600,51.0242157,7.0009850,28,2353.5,84.1,0.2354,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092000E4107600,50.9000733,6.9663094,19,2007.1,105.6,0.2007,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098100E4118600,50.9588519,7.1191758,26,2277.3,87.6,0.2277,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097200E4100200,50.9439625,6.8580474,22,2103.1,95.6,0.2103,0.8349,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099500E4116800,50.9707854,7.0927867,31,2456.8,79.3,0.2457,0.8348,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099100E4103400,50.9622505,6.9024050,35,2578.5,73.7,0.2578,0.8348,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3085000E4103000,50.8354803,6.9051527,28,2352.8,84.0,0.2353,0.8348,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3108800E4108800,51.0513879,6.9735296,41,2731.4,66.6,0.2731,0.8348,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091500E4098600,50.8921593,6.8387834,41,2730.8,66.6,0.2731,0.8347,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3086300E4110500,50.8499567,7.0107922,41,2730.7,66.6,0.2731,0.8347,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091100E4115600,50.8949156,7.0804587,29,2388.6,82.4,0.2389,0.8347,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3112500E4107600,51.0841661,6.9542420,18,2005.2,111.4,0.2005,0.8347,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087700E4102400,50.8594981,6.8950266,48,2876.1,59.9,0.2876,0.8347,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110600E4100400,51.0643649,6.8527313,39,2682.0,68.8,0.2682,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106300E4112300,51.0302279,7.0248517,44,2796.0,63.5,0.2796,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106100E4107500,51.0266569,6.9565978,41,2729.6,66.6,0.2730,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097300E4104300,50.9464283,6.9162796,12,3632.8,302.7,0.3633,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097900E4100200,50.9502483,6.8576221,26,2275.6,87.5,0.2276,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096600E4100100,50.9385361,6.8569903,12,3632.4,302.7,0.3632,0.8346,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096400E4098200,50.9360035,6.8301040,26,2274.6,87.5,0.2275,0.8345,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099100E4121400,50.9688174,7.1584523,23,2147.1,93.4,0.2147,0.8345,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095900E4103600,50.9335908,6.9071641,16,2545.5,159.1,0.2546,0.8345,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096100E4111700,50.9384071,7.0221913,15,2816.2,187.7,0.2816,0.8344,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3086100E4116900,50.8504743,7.1017206,39,2680.7,68.7,0.2681,0.8344,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088300E4101500,50.8645422,6.8818935,31,2454.5,79.2,0.2455,0.8344,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3084300E4106200,50.8304012,6.9509549,25,2233.5,89.3,0.2234,0.8344,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106800E4110800,51.0341677,7.0031944,31,2453.9,79.2,0.2454,0.8343,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101300E4113200,50.9856534,7.0405404,16,2544.0,159.0,0.2544,0.8343,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106900E4118400,51.0378140,7.1114117,28,2350.0,83.9,0.2350,0.8343,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3112000E4114200,51.0821083,7.0486541,21,2051.3,97.7,0.2051,0.8343,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100900E4106900,50.9797359,6.9511249,17,2271.0,133.6,0.2271,0.8342,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092000E4102700,50.8982265,6.8967103,42,2749.4,65.5,0.2749,0.8342,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110900E4100900,51.0672519,6.8596755,70,3183.9,45.5,0.3184,0.8342,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099500E4113100,50.9694519,7.0401487,18,1999.7,111.1,0.2000,0.8342,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091000E4114400,50.8935859,7.0634712,20,2000.3,100.0,0.2000,0.8342,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087900E4117300,50.8667828,7.1063925,22,2098.6,95.4,0.2099,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088000E4102900,50.8623826,6.9019431,32,2484.2,77.6,0.2484,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098500E4117200,50.9619471,7.0990388,24,2189.2,91.2,0.2189,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107200E4102600,51.0346810,6.8861453,72,3203.6,44.5,0.3204,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102300E4117300,50.9961104,7.0983276,24,2189.3,91.2,0.2189,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090900E4115100,50.8929399,7.0734699,32,2484.2,77.6,0.2484,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099900E4115900,50.9740556,7.0797565,43,2771.0,64.4,0.2771,0.8341,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3089000E4100200,50.8703288,6.8630192,40,2702.5,67.6,0.2702,0.8340,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095100E4114000,50.9302631,7.0554590,19,1998.2,105.2,0.1998,0.8340,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088900E4116900,50.8756217,7.1001551,23,2144.5,93.2,0.2145,0.8340,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3093700E4095900,50.9108592,6.7990817,37,2626.3,71.0,0.2626,0.8339,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092800E4096600,50.9030525,6.8095809,38,2652.5,69.8,0.2652,0.8339,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095400E4114100,50.9329935,7.0567097,31,2451.0,79.1,0.2451,0.8339,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3109000E4115500,51.0556366,7.0689009,37,2626.4,71.0,0.2626,0.8339,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3112500E4103200,51.0825022,6.8914968,16,2538.8,158.7,0.2539,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110100E4112100,51.0642802,7.0198066,26,2270.6,87.3,0.2271,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099500E4094700,50.9624653,6.7784241,29,2382.9,82.2,0.2383,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095400E4113500,50.9327762,7.0481807,21,2048.6,97.6,0.2049,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3104000E4096300,51.0035026,6.7983919,25,2229.8,89.2,0.2230,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100700E4119100,50.9823796,7.1248412,34,2542.8,74.8,0.2543,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090300E4102000,50.8826934,6.8877894,23,2143.3,93.2,0.2143,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099700E4114800,50.9718637,7.0642198,18,1995.7,110.9,0.1996,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102900E4112700,50.9998403,7.0325055,17,2267.3,133.4,0.2267,0.8338,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106000E4114400,51.0282976,7.0549372,38,2651.0,69.8,0.2651,0.8337,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097600E4120400,50.9549955,7.1450544,13,4532.4,348.6,0.4532,0.8337,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101700E4116900,50.9905792,7.0929716,26,2269.8,87.3,0.2270,0.8337,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091300E4109300,50.8944179,6.9908639,52,2937.9,56.5,0.2938,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099900E4119100,50.9751947,7.1252864,18,1993.6,110.8,0.1994,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3111800E4113500,51.0800579,7.0387867,36,2598.1,72.2,0.2598,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097800E4100100,50.9493117,6.8562610,38,2650.5,69.8,0.2651,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091700E4103500,50.8958369,6.9082521,23,2142.3,93.1,0.2142,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101400E4095300,50.9797628,6.7857758,45,2809.2,62.4,0.2809,0.8336,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088400E4099900,50.8648252,6.8591243,24,2186.0,91.1,0.2186,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3109100E4106500,51.0532218,6.9405753,31,2448.4,79.0,0.2448,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098300E4102200,50.9546087,6.8858196,68,3155.8,46.4,0.3156,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092000E4103000,50.8983408,6.9009713,34,2541.2,74.7,0.2541,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3105400E4118400,51.0243426,7.1122517,25,2228.0,89.1,0.2228,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3092400E4108000,50.9038144,6.9717573,18,1991.8,110.7,0.1992,0.8335,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096600E4114600,50.9439511,7.0631361,15,2804.4,187.0,0.2804,0.8333,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099200E4094300,50.9596131,6.7729226,40,2697.6,67.4,0.2698,0.8333,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098700E4118400,50.9641698,7.1159964,35,2568.2,73.4,0.2568,0.8333,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3109000E4109200,51.0533326,6.9791127,32,2479.2,77.5,0.2479,0.8333,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098700E4104100,50.9589245,6.9126001,16,2532.8,158.3,0.2533,0.8333,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107800E4105900,51.0413221,6.9327982,37,2621.8,70.9,0.2622,0.8332,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3084400E4103100,50.8301302,6.9069287,23,2139.8,93.0,0.2140,0.8332,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3091100E4101900,50.8898391,6.8858888,38,2647.6,69.7,0.2648,0.8332,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095200E4113500,50.9309801,7.0482949,18,1989.3,110.5,0.1989,0.8332,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3111200E4112200,51.0741951,7.0205959,21,2045.2,97.4,0.2045,0.8332,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099100E4095400,50.9591502,6.7886282,36,2594.1,72.1,0.2594,0.8331,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095000E4096400,50.9227287,6.8053828,17,2258.0,132.8,0.2258,0.8330,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3102200E4118300,50.9955680,7.1126183,26,2266.1,87.2,0.2266,0.8330,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3112500E4109200,51.0847628,6.9770595,61,3066.6,50.3,0.3067,0.8330,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100700E4116200,50.9813478,7.0835733,29,2376.9,82.0,0.2377,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101500E4117600,50.9890326,7.1030469,28,2341.3,83.6,0.2341,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100000E4115500,50.9748100,7.0740088,24,2182.7,90.9,0.2183,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094600E4116200,50.9265641,7.0870123,35,2565.5,73.3,0.2566,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098900E4122100,50.9672651,7.1685206,19,1985.7,104.5,0.1986,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100800E4106500,50.9786879,6.9454925,19,1985.8,104.5,0.1986,0.8329,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094000E4096500,50.9137886,6.8074207,33,2507.0,76.0,0.2507,0.8328,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3108600E4106800,51.0488446,6.9451470,38,2644.8,69.6,0.2645,0.8328,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100700E4101100,50.9757380,6.8687234,34,2536.0,74.6,0.2536,0.8328,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3098600E4106500,50.9589317,6.9467926,57,6764.0,118.7,0.6764,0.8327,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3084400E4110700,50.8329666,7.0147235,92,3361.4,36.5,0.3361,0.8327,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3093000E4096400,50.9047700,6.8066168,19,1984.1,104.4,0.1984,0.8327,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3111600E4113400,51.0782254,7.0374758,28,2340.4,83.6,0.2340,0.8327,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101500E4109800,50.9862031,6.9920395,38,2643.6,69.6,0.2644,0.8326,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3094900E4110900,50.9273372,7.0115114,17,2254.2,132.6,0.2254,0.8326,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3099800E4098700,50.9667282,6.8351309,38,2643.3,69.6,0.2643,0.8326,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3103100E4097500,50.9958921,6.8160290,56,2993.3,53.5,0.2993,0.8326,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096900E4115600,50.9470052,7.0771851,13,3339.8,256.9,0.3340,0.8326,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096200E4111400,50.9391954,7.0178687,14,3067.0,219.1,0.3067,0.8325,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3090800E4102300,50.8872980,6.8917491,40,2691.6,67.3,0.2692,0.8325,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3086000E4110200,50.8471523,7.0067085,34,2534.0,74.5,0.2534,0.8325,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3084600E4103500,50.8320780,6.9124829,34,2533.3,74.5,0.2533,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3095700E4112800,50.9352162,7.0380586,13,3337.9,256.8,0.3338,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3107700E4106000,51.0404618,6.9342824,43,2758.6,64.2,0.2759,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087600E4112300,50.8622898,7.0355906,55,2976.5,54.1,0.2976,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3108200E4118400,51.0494891,7.1106832,31,2441.3,78.8,0.2441,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3093800E4096500,50.9119927,6.8075440,54,2960.8,54.8,0.2961,0.8324,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3096800E4114800,50.9458193,7.0658663,34,2532.8,74.5,0.2533,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110200E4110600,51.0646268,6.9983660,36,2589.1,71.9,0.2589,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100500E4107300,50.9762936,6.9570519,19,1979.2,104.2,0.1979,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087700E4112800,50.8633697,7.0426303,48,2858.2,59.5,0.2858,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3101400E4121200,50.9894045,7.1543403,34,2533.3,74.5,0.2533,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097800E4118200,50.9560159,7.1136540,12,3607.4,300.6,0.3607,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3087200E4116900,50.8603536,7.1011058,35,2561.5,73.2,0.2561,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3097700E4098600,50.9478325,6.8349944,35,2561.6,73.2,0.2562,0.8323,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3088100E4110400,50.8660853,7.0083351,28,2337.2,83.5,0.2337,0.8322,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3100200E4115200,50.9764983,7.0696270,43,2757.5,64.1,0.2758,0.8322,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3110000E4112900,51.0636746,7.0312684,31,2440.3,78.7,0.2440,0.8322,Geobasis NRW / ALKIS vereinfacht
CRS3035RES100mN3106300E4097800,51.0247430,6.8183267,35,2561.1,73.2,0.2561,0.8322,Geobasis NRW / ALKIS vereinfacht
